Date,Contract,ACT,LastPctChg,contractValue,group,timestamp,QTY_MINI,chgValue,abs_chgValue,Anti-19,PNL_Anti-19,50/50,PNL_50/50,29,PNL_29,LowestEquity,PNL_LowestEquity,24,PNL_24,25,PNL_25,26,PNL_26,27,PNL_27,20,PNL_20,21,PNL_21,22,PNL_22,23,PNL_23,RiskOff,PNL_RiskOff,28,PNL_28,Anti-18,PNL_Anti-18,2,PNL_2,4,PNL_4,6,PNL_6,8,PNL_8,benchmark,PNL_benchmark,Anti-33,PNL_Anti-33,30,PNL_30,11,PNL_11,10,PNL_10,13,PNL_13,12,PNL_12,15,PNL_15,14,PNL_14,17,PNL_17,16,PNL_16,19,PNL_19,18,PNL_18,Anti-Custom,PNL_Anti-Custom,RiskOn,PNL_RiskOn,AntiLowestEquity,PNL_AntiLowestEquity,Previous,PNL_Previous,Anti-1,PNL_Anti-1,Anti-3,PNL_Anti-3,Anti-2,PNL_Anti-2,Anti-5,PNL_Anti-5,Anti-4,PNL_Anti-4,Anti-7,PNL_Anti-7,Anti-6,PNL_Anti-6,Anti-9,PNL_Anti-9,Anti-8,PNL_Anti-8,Custom,PNL_Custom,AntiHighestEquity,PNL_AntiHighestEquity,Anti-Seasonality,PNL_Anti-Seasonality,1,PNL_1,3,PNL_3,5,PNL_5,7,PNL_7,9,PNL_9,Anti-32,PNL_Anti-32,Anti-31,PNL_Anti-31,Anti-30,PNL_Anti-30,Anti-36,PNL_Anti-36,Anti-35,PNL_Anti-35,Anti-34,PNL_Anti-34,Anti-15,PNL_Anti-15,Off,PNL_Off,Anti-14,PNL_Anti-14,Anti-17,PNL_Anti-17,Anti50/50,PNL_Anti50/50,HighestEquity,PNL_HighestEquity,Anti-16,PNL_Anti-16,Anti-11,PNL_Anti-11,Anti-10,PNL_Anti-10,Anti-13,PNL_Anti-13,Seasonality,PNL_Seasonality,33,PNL_33,32,PNL_32,31,PNL_31,Anti-12,PNL_Anti-12,36,PNL_36,35,PNL_35,34,PNL_34,Anti-28,PNL_Anti-28,Anti-29,PNL_Anti-29,Anti-Previous,PNL_Anti-Previous,Anti-20,PNL_Anti-20,Anti-21,PNL_Anti-21,Anti-22,PNL_Anti-22,Anti-23,PNL_Anti-23,Anti-24,PNL_Anti-24,Anti-25,PNL_Anti-25,Anti-26,PNL_Anti-26,Anti-27,PNL_Anti-27
20171212,QPAH8,1.0,0.00380475594493,100255.0,metal,1513137614,1.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171212,QCLF8,-1.0,-0.00879461976203,57480.0,energy,1513137614,1.0,-505.514743921,505.514743921,0.0,-0.0,1.0,-505.514743921,-1.0,505.514743921,-1.0,505.514743921,-1.0,505.514743921,1.0,-505.514743921,1.0,-505.514743921,1.0,-505.514743921,-1.0,505.514743921,1.0,-505.514743921,-1,505.514743921,-1,505.514743921,-1,505.514743921,0.0,-0.0,-1.0,505.514743921,1.0,-505.514743921,0.0,-0.0,1.0,-505.514743921,-1.0,505.514743921,0,-0.0,-1.0,505.514743921,1.0,-505.514743921,-1.0,505.514743921,-1.0,505.514743921,1.0,-505.514743921,-1.0,505.514743921,1.0,-505.514743921,1.0,-505.514743921,-1.0,505.514743921,0.0,-0.0,0.0,-0.0,1.0,-505.514743921,-1,505.514743921,1.0,-505.514743921,1,-505.514743921,1.0,-505.514743921,-1.0,505.514743921,-1.0,505.514743921,-1.0,505.514743921,1.0,-505.514743921,0.0,-0.0,0.0,-0.0,-1.0,505.514743921,-1.0,505.514743921,1.0,-505.514743921,1.0,-505.514743921,-1,505.514743921,-1,505.514743921,1.0,-505.514743921,1.0,-505.514743921,-1.0,505.514743921,0.0,-0.0,1.0,-505.514743921,-1.0,505.514743921,-1.0,505.514743921,-1.0,505.514743921,-1.0,505.514743921,1.0,-505.514743921,0.0,-0.0,-1.0,505.514743921,0,-0.0,-1.0,505.514743921,1.0,-505.514743921,-1,505.514743921,1.0,-505.514743921,0.0,-0.0,1.0,-505.514743921,1.0,-505.514743921,-1.0,505.514743921,1.0,-505.514743921,1.0,-505.514743921,1.0,-505.514743921,1.0,-505.514743921,1.0,-505.514743921,1.0,-505.514743921,-1.0,505.514743921,0.0,-0.0,0.0,-0.0,1.0,-505.514743921,-1,505.514743921,1.0,-505.514743921,-1.0,505.514743921,1,-505.514743921,1,-505.514743921,1.0,-505.514743921,-1.0,505.514743921,-1.0,505.514743921,-1.0,505.514743921
20171212,@ADZ7,1.0,0.00385075023237,75600.0,currency,1513137614,1.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,-1,-0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,1.0,0.0,1.0,0.0,1,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,-1.0,-0.0,0,0.0,1,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171212,QPLF8,-1.0,-0.0142249103943,44005.0,metal,1513137614,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,1,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1,0.0,1,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1,0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0
20171212,@NQZ7,-1.0,-0.00195388823759,127700.0,index,1513137614,1.0,-0.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0,-0.0,-1,0.0,-1,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1,0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0,-0.0,1.0,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1,0.0,-1.0,0.0,-1.0,0.0,0,-0.0,1,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
20171212,@SFZ7,1.0,9.90982063225e-05,126150.0,currency,1513137614,1.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1,0.0,-1,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,1,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171212,QRBF8,-1.0,-0.0138422332909,71513.4,energy,1513137614,1.0,-0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1,0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,1,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1,0.0,-1,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,1,-0.0,1,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
20171212,QNGF8,-1.0,-0.0484441301273,26910.0,energy,1513137614,1.0,-1303.63154173,1303.63154173,0.0,-0.0,1.0,-1303.63154173,-1.0,1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,1.0,-1303.63154173,-1,1303.63154173,-1,1303.63154173,-1,1303.63154173,0.0,-0.0,-1.0,1303.63154173,1.0,-1303.63154173,0.0,-0.0,1.0,-1303.63154173,1.0,-1303.63154173,0,-0.0,-1.0,1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,0.0,-0.0,1.0,-1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,0.0,-0.0,0.0,-0.0,1.0,-1303.63154173,-1,1303.63154173,1.0,-1303.63154173,-1,1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,-1.0,1303.63154173,-1.0,1303.63154173,1.0,-1303.63154173,0.0,-0.0,-1.0,1303.63154173,-1.0,1303.63154173,-1.0,1303.63154173,-1.0,1303.63154173,1.0,-1303.63154173,1,-1303.63154173,-1,1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,0.0,-0.0,-1.0,1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,0,-0.0,-1.0,1303.63154173,1.0,-1303.63154173,-1,1303.63154173,-1.0,1303.63154173,0.0,-0.0,1.0,-1303.63154173,0.0,-0.0,-1.0,1303.63154173,1.0,-1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,0.0,-0.0,-1.0,1303.63154173,-1.0,1303.63154173,-1.0,1303.63154173,-1.0,1303.63154173,0.0,-0.0,1.0,-1303.63154173,-1,1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,1,-1303.63154173,1,-1303.63154173,1.0,-1303.63154173,-1.0,1303.63154173,-1.0,1303.63154173,-1.0,1303.63154173
20171212,@HEG8,-1.0,-0.0070869078702,26620.0,meat,1513137614,1.0,-0.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,1,-0.0,1.0,-0.0,1,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1,0.0,-1,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,-1.0,0.0,-1,0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,1,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0
20171212,@NEZ7,1.0,0.00303687635575,69360.0,currency,1513137614,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,-1,-0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1,-0.0,-1,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,1.0,0.0,-1,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,-0.0,1.0,0.0,-1.0,-0.0,1,0.0,1,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0
20171212,@LEG8,1.0,0.0165640263326,47870.0,meat,1513137614,1.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1,-0.0,-1,-0.0,-1,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,1,0.0,1.0,0.0,-1,-0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,-1,-0.0,0.0,0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.0,0,0.0,-1.0,-0.0,-1.0,-0.0,1,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,0.0,0.0,-1.0,-0.0,1.0,0.0,-1.0,-0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,1.0,0.0,1,0.0,-1.0,-0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0,1.0,0.0
20171212,QHGH8,1.0,0.00415075543749,75600.0,metal,1513137614,1.0,313.797111074,313.797111074,-1.0,-313.797111074,1.0,313.797111074,-1.0,-313.797111074,1.0,313.797111074,1.0,313.797111074,1.0,313.797111074,1.0,313.797111074,1.0,313.797111074,1.0,313.797111074,1.0,313.797111074,0,0.0,-1,-313.797111074,-1,-313.797111074,0.0,0.0,1.0,313.797111074,1.0,313.797111074,0.0,0.0,1.0,313.797111074,1.0,313.797111074,0,0.0,-1.0,-313.797111074,1.0,313.797111074,-1.0,-313.797111074,0.0,0.0,0.0,0.0,1.0,313.797111074,1.0,313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,1.0,313.797111074,-1.0,-313.797111074,-1,-313.797111074,1.0,313.797111074,-1,-313.797111074,1.0,313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,1.0,313.797111074,0.0,0.0,-1.0,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,1.0,313.797111074,-1,-313.797111074,1,313.797111074,1.0,313.797111074,1.0,313.797111074,-1.0,-313.797111074,1.0,313.797111074,1.0,313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,1.0,313.797111074,0.0,0.0,-1.0,-313.797111074,0,0.0,1.0,313.797111074,1.0,313.797111074,-1,-313.797111074,1.0,313.797111074,1.0,313.797111074,1.0,313.797111074,0.0,0.0,0.0,0.0,-1.0,-313.797111074,1.0,313.797111074,1.0,313.797111074,1.0,313.797111074,-1.0,-313.797111074,1.0,313.797111074,-1.0,-313.797111074,0.0,0.0,0.0,0.0,1.0,313.797111074,-1,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,0,0.0,1,313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074,-1.0,-313.797111074
20171212,@SMH8,-1.0,-0.0102471368294,32840.0,grain,1513137614,1.0,-336.515973478,336.515973478,0.0,-0.0,-1.0,336.515973478,-1.0,336.515973478,-1.0,336.515973478,-1.0,336.515973478,0.0,-0.0,1.0,-336.515973478,-1.0,336.515973478,1.0,-336.515973478,-1.0,336.515973478,-1,336.515973478,-1,336.515973478,-1,336.515973478,-1.0,336.515973478,1.0,-336.515973478,1.0,-336.515973478,-1.0,336.515973478,-1.0,336.515973478,1.0,-336.515973478,0,-0.0,-1.0,336.515973478,-1.0,336.515973478,-1.0,336.515973478,-1.0,336.515973478,1.0,-336.515973478,-1.0,336.515973478,1.0,-336.515973478,1.0,-336.515973478,1.0,-336.515973478,0.0,-0.0,0.0,-0.0,-1.0,336.515973478,1,-336.515973478,1.0,-336.515973478,1,-336.515973478,-1.0,336.515973478,0.0,-0.0,1.0,-336.515973478,-1.0,336.515973478,1.0,-336.515973478,1.0,-336.515973478,0.0,-0.0,1.0,-336.515973478,1.0,-336.515973478,-1.0,336.515973478,-1.0,336.515973478,-1,336.515973478,-1,336.515973478,0.0,-0.0,-1.0,336.515973478,-1.0,336.515973478,0.0,-0.0,-1.0,336.515973478,-1.0,336.515973478,-1.0,336.515973478,1.0,-336.515973478,1.0,-336.515973478,-1.0,336.515973478,0.0,-0.0,-1.0,336.515973478,0,-0.0,-1.0,336.515973478,-1.0,336.515973478,1,-336.515973478,1.0,-336.515973478,0.0,-0.0,1.0,-336.515973478,1.0,-336.515973478,-1.0,336.515973478,1.0,-336.515973478,1.0,-336.515973478,1.0,-336.515973478,1.0,-336.515973478,1.0,-336.515973478,-1.0,336.515973478,1.0,-336.515973478,0.0,-0.0,1.0,-336.515973478,1.0,-336.515973478,1,-336.515973478,-1.0,336.515973478,1.0,-336.515973478,1,-336.515973478,1,-336.515973478,1.0,-336.515973478,0.0,-0.0,-1.0,336.515973478,1.0,-336.515973478
20171212,QHOF8,-1.0,-0.00466523121091,81543.0,energy,1513137614,1.0,-0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1,0.0,-1,0.0,-1,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1,0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,1.0,-0.0,1,-0.0,-1,0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0,-0.0,-1.0,0.0,1.0,-0.0,1,-0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,0.0,-0.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-0.0,1.0,-0.0,-1,0.0,1.0,-0.0,-1.0,0.0,1,-0.0,1,-0.0,1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
